Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
FI,Finland,2009,MF,  70.0,  342.0,20.5,  152.0, 2 356.0,3.2,  222.0,31.5,  659.0,10.6,6.5,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Continuous survey
FI,Finland,2010,MF,  68.0,  335.0,20.3,  158.0, 2 357.0,3.0,  226.0,30.1,  660.0,10.3,6.7,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Continuous survey
FR,France,1983,MF,  769.9, 3 886.7,19.8, 1 067.1, 19 309.4,3.6, 1 837.0,41.9, 7 303.2,10.5,5.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1984,MF,  978.7, 3 982.5,24.6, 1 269.9, 19 604.699,3.8, 2 248.6,43.5, 7 656.4,12.8,6.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1985,MF, 1 010.2, 3 923.7,25.7, 1 424.3, 19 807.801,3.6, 2 434.5,41.5, 7 632.8,13.2,7.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1986,MF,  927.6, 3 879.5,23.9, 1 524.2, 20 083.199,3.2, 2 451.8,37.8, 7 565.0,12.3,7.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1987,MF,  887.0, 3 786.1,23.4, 1 686.2, 20 181.699,2.8, 2 573.2,34.5, 7 636.3,11.6,8.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1988,MF,  783.5, 3 538.1,22.1, 1 654.6, 20 403.1,2.7, 2 438.1,32.1, 7 622.8,10.3,8.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1989,MF,  668.9, 3 423.2,19.5, 1 646.3, 20 638.1,2.4, 2 315.2,28.9, 7 565.6,8.8,8.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1990,MF,  672.0, 3 392.7,19.8, 1 586.7, 20 738.5,2.6, 2 258.7,29.8, 7 612.3,8.8,7.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1991,MF,  602.9, 3 054.8,19.7, 1 614.4, 21 220.9,2.6, 2 217.3,27.2, 7 653.3,7.9,7.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1992,MF,  638.1, 2 942.2,21.7, 1 856.3, 21 499.6,2.5, 2 494.4,25.6, 7 452.5,8.6,8.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1993,MF,  719.5, 2 818.1,25.5, 2 066.4, 21 789.801,2.7, 2 785.9,25.8, 7 409.4,9.7,9.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1994,MF,  761.3, 2 644.5,28.8, 2 347.9, 22 045.1,2.7, 3 109.2,24.5, 7 266.4,10.5,10.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1995,MF,  696.0, 2 569.6,27.1, 2 244.8, 22 277.9,2.7, 2 940.8,23.7, 7 240.4,9.6,10.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1996,MF,  692.1, 2 512.1,27.6, 2 415.8, 22 618.0,2.6, 3 107.9,22.3, 7 185.0,9.6,10.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1997,MF,  693.6, 2 396.6,28.9, 2 462.2, 22 716.801,2.7, 3 155.8,22.0, 7 066.7,9.8,10.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1998,MF,  628.1, 2 400.0,26.2, 2 427.3, 22 903.6,2.5, 3 055.4,20.6, 7 070.1,8.9,10.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,1999,MF,  669.7, 2 544.5,26.3, 2 393.9, 23 026.199,2.5, 3 063.6,21.9, 7 105.7,9.4,10.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2000,MF,  520.3, 2 522.0,20.6, 2 111.1, 23 232.6,2.3, 2 631.4,19.8, 7 107.9,7.3,9.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2001,MF,  467.8, 2 597.6,18.0, 1 763.0, 23 311.0,2.4, 2 230.8,21.0, 7 265.4,6.4,7.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2002,MF,  512.7, 2 707.5,18.9, 1 763.8, 23 454.1,2.5, 2 276.5,22.5, 7 339.7,7.0,7.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2003,MF,  483.6, 2 783.3,17.4, 1 828.2, 24 132.5,2.3, 2 311.8,20.9, 7 446.3,6.5,7.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2004,MF,  548.7, 2 761.1,19.9, 1 934.7, 24 302.6,2.5, 2 483.4,22.1, 7 488.5,7.3,8.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2005,MF,  588.7, 2 896.9,20.3, 1 836.7, 24 505.0,2.7, 2 425.4,24.3, 7 566.2,7.8,7.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2006,MF,  622.0, 2 904.5,21.4, 1 809.3, 24 676.699,2.9, 2 431.3,25.6, 7 562.4,8.2,7.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2007,MF,  552.1, 2 917.3,18.9, 1 667.2, 24 881.199,2.8, 2 219.3,24.9, 7 531.1,7.3,6.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2008,MF,  538.8, 2 927.1,18.4, 1 530.6, 25 062.1,3.0, 2 069.4,26.0, 7 497.4,7.2,6.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2009,MF,  688.8, 3 021.8,22.8, 1 888.4, 25 245.9,3.0, 2 577.2,26.7, 7 472.9,9.2,7.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
FR,France,2010,MF,  665.3, 2 956.5,22.5, 1 977.5, 25 422.0,2.9, 2 642.8,25.2, 7 441.3,8.9,7.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
GF,French Guiana,1990,MF,  4.065,  8.5,47.8,  8.061,  40.3,2.4,  12.126,33.5,  20.6,19.7,20.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
GF,French Guiana,1998 b,MF,  3.9,,,  12.3,,,  16.2,24.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,1999 b,MF,  3.883,  7.275,53.4,  14.9,  55.359,2.0,  18.783,20.7,  25.449,15.3,26.9,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
GF,French Guiana,2000 b,MF,  3.3,,,  11.9,,,  15.2,21.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,2001,MF,  2.6,,,  12.3,,,  14.9,17.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,2002,MF,  2.4,,,  11.0,,,  13.4,17.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,2003,MF,  2.5,,,  11.6,,,  14.1,17.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,2004,MF,  2.6,,,  12.7,,,  15.3,17.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,2005,MF,  2.9,,,  12.9,,,  15.8,18.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,2006,MF,  3.2,,,  15.3,,,  18.5,17.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GF,French Guiana,2007,MF,  2.3,,,  10.5,,,  12.8,18.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
PF,French Polynesia,2002,MF,  5.862,  17.653,33.2,  5.793,  81.845,4.7,  11.655,50.3,  44.044,13.3,7.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
GA,Gabon,1993,MF,  27.266,  66.56,41.0,  38.914,  305.668,3.2,  66.18,41.2,  190.877,14.3,12.7,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: July
GE,Georgia,1998,MF,  50.0,,,  244.3,,,  294.3,17.0,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,1999,MF,  45.9,  186.8,24.6,  231.5, 1 822.8,1.9,  277.4,16.5,  502.6,9.1,12.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2000,MF,  40.8,  193.2,21.1,  171.4, 1 768.0,2.2,  212.2,19.2,  521.4,7.8,9.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2001,MF,  39.9,  198.8,20.1,  195.9, 1 914.2,2.0,  235.8,16.9,  546.5,7.3,10.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2002,MF,  52.5,  188.0,27.9,  212.5, 1 916.2,2.5,  265.0,19.8,  540.5,9.7,11.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2003,MF,  51.8,  207.8,24.9,  184.1, 1 841.8,2.5,  235.9,22.0,  543.7,9.5,10.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2004,MF,  50.2,  177.4,28.3,  207.4, 1 863.6,2.5,  257.6,19.5,  550.8,9.1,11.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2005,MF,  55.3,  195.5,28.3,  224.1, 1 828.4,2.3,  279.4,19.8,  578.3,9.6,12.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2006,MF,  58.9,,,  215.5,,,  274.4,21.5,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2007,MF,  57.7,  183.1,31.5,  203.2, 1 782.1,2.8,  260.9,22.1,,,11.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
GE,Georgia,2008,MF,  71.0,  199.9,35.5,  244.8, 1 717.9,2.5,  315.8,22.5,,,14.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
DE,Germany,1991,MF,  333.0, 6 154.0,5.4, 1 871.0, 33 423.0,1.0, 2 204.0,15.1, 10 127.0,3.3,5.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1992,MF,  361.0, 5 807.0,6.2, 2 254.0, 33 683.0,0.9, 2 615.0,13.8, 9 873.0,3.7,6.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1993,MF,  413.0, 5 456.0,7.6, 2 700.0, 34 101.0,1.0, 3 113.0,13.3, 9 578.0,4.3,7.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1994,MF,  435.0, 5 277.0,8.2, 2 883.0, 34 215.0,1.0, 3 318.0,13.1, 9 427.0,4.6,8.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1995,MF,  397.0, 4 852.0,8.2, 2 803.0, 34 524.0,1.0, 3 200.0,12.4, 9 073.0,4.4,8.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1996,MF,  439.0, 4 694.0,9.4, 3 066.0, 34 856.0,1.1, 3 505.0,12.5, 9 046.0,4.9,8.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1997,MF,  470.0, 4 605.0,10.2, 3 437.0, 35 201.0,1.0, 3 907.0,12.0, 9 024.0,5.2,9.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1998,MF,  418.0, 4 628.0,9.0, 3 275.0, 35 462.0,1.0, 3 693.0,11.3, 9 019.0,4.6,9.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,1999 b,MF,  392.0, 4 538.0,8.6, 2 938.0, 35 077.0,1.0, 3 330.0,11.8, 8 794.0,4.5,8.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: April
Survey limitation: Definitions and methodology revised."
DE,Germany,2000,MF,  383.0, 4 563.0,8.4, 2 680.0, 34 968.0,1.1, 3 063.0,12.5, 8 866.0,4.3,7.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,2001,MF,  378.0, 4 573.0,8.3, 2 731.0, 35 114.0,1.1, 3 109.0,12.2, 8 918.0,4.2,7.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,2002,MF,  440.0, 4 483.0,9.8, 2 956.0, 35 157.0,1.2, 3 396.0,13.0, 9 024.0,4.9,8.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,2003,MF,  455.0, 4 302.0,10.6, 3 206.0, 35 203.0,1.2, 3 661.0,12.4, 9 072.0,5.0,9.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: April
DE,Germany,2004 b,MF,  560.0, 4 441.0,12.6, 3 551.0, 35 508.0,1.3, 4 111.0,13.6, 9 260.0,6.0,10.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Survey limitation: Continuous survey introduced."
DE,Germany,2005,MF,  746.0, 4 911.0,15.2, 3 829.0, 36 131.0,1.4, 4 575.0,16.3, 9 783.0,7.6,10.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
DE,Germany,2006,MF,  669.0, 4 936.0,13.6, 3 605.0, 36 587.0,1.4, 4 274.0,15.7, 9 697.0,6.9,9.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
DE,Germany,2007,MF,  586.0, 5 015.0,11.7, 3 014.0, 36 671.0,1.4, 3 600.0,16.3, 9 640.0,6.1,8.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
DE,Germany,2008,MF,  518.0, 4 995.0,10.4, 2 620.0, 36 780.0,1.5, 3 138.0,16.5, 9 489.0,5.5,7.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
DE,Germany,2009,MF,  537.0, 4 885.0,11.0, 2 693.0, 36 921.0,1.5, 3 230.0,16.6, 9 340.0,5.7,7.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
DE,Germany,2010,MF,  459.0, 4 736.0,9.7, 2 490.0, 37 047.0,1.4, 2 949.0,15.6, 9 136.0,5.0,6.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
frg,"Germany, Federal Republic of (Western)",1982,MF,  493.0, 5 852.0,8.4, 1 065.0, 22 482.0,1.8, 1 558.0,31.6, 10 043.0,4.9,4.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: April
frg,"Germany, Federal Republic of (Western)",1983,MF,  705.0, 5 925.0,11.9, 1 356.0, 22 618.0,2.0, 2 061.0,34.2, 10 285.0,6.9,6.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
frg,"Germany, Federal Republic of (Western)",1984,MF,  715.0, 6 082.0,11.8, 1 492.0, 22 733.0,1.8, 2 207.0,32.4, 10 229.0,7.0,6.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
frg,"Germany, Federal Republic of (Western)",1985,MF,  707.0, 6 161.0,11.5, 1 681.0, 22 851.0,1.6, 2 388.0,29.6, 10 047.0,7.0,7.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
frg,"Germany, Federal Republic of (Western)",1986,MF,  579.0, 6 118.0,9.5, 1 711.0, 23 113.0,1.3, 2 290.0,25.3, 9 933.0,5.8,7.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: April
frg,"Germany, Federal Republic of (Western)",1987,MF,  560.0, 5 963.0,9.4, 1 798.0, 23 489.0,1.2, 2 358.0,23.7, 9 609.0,5.8,7.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: March
frg,"Germany, Federal Republic of (Western)",1988,MF,  498.0, 5 793.0,8.6, 1 816.0, 23 889.0,1.1, 2 314.0,21.5, 9 221.0,5.4,7.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: April
frg,"Germany, Federal Republic of (Western)",1989,MF,  366.0, 5 469.0,6.7, 1 761.0, 24 422.0,0.9, 2 127.0,17.2, 8 851.0,4.1,7.2,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: April
frg,"Germany, Federal Republic of (Western)",1990,MF,  318.0, 5 418.0,5.9, 1 657.0, 25 887.0,0.9, 1 975.0,16.1, 8 684.0,3.7,6.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: April
GH,Ghana,1992,MF,  205.2, 1 200.0,17.1,  78.21, 4 830.0,10.6,  283.41,72.4, 2 570.0,8.0,1.6,NSO,LSS,T,Youth: 15-24; Adult: 25+,Reference period: September of the preceding year to September of the current year
GH,Ghana,1999,MF,  343.44, 2 160.0,15.9,  486.4, 6 050.0,2.0,  829.84,41.4, 3 170.0,10.8,8.0,NSO,LSS,T,Youth: 15-24; Adult: 25+,Reference period: September of the preceding year to September of the current year
GH,Ghana,2000 b,MF,  310.288, 1 874.5,16.6,  548.967, 6 417.5,1.9,  859.255,36.1, 3 484.6,8.9,8.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
GI,Gibraltar,1991,MF,  0.25,,,  0.598,,,  0.848,29.5,,,,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
GR,Greece,1981,MF,  64.6,  467.7,13.8,  84.0, 3 210.2,5.3,  148.6,43.5,,,2.6,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Reference period: Second quarter
Coverage limitation: Excluding conscripts"
GR,Greece,1982,MF,  90.5,  472.9,19.1,  125.4, 3 233.7,4.9,  215.9,41.9,,,3.9,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Reference period: Second quarter
Coverage limitation: Excluding conscripts"
GR,Greece,1983 b,MF,  126.1,  546.9,23.1,  172.504, 3 276.984,4.4,  298.604,42.2, 1 280.3,9.8,5.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1984,MF,  129.4,  539.6,24.0,  183.0, 3 315.893,4.3,  312.4,41.4, 1 300.1,10.0,5.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1985,MF,  128.2,  530.1,24.2,  174.585, 3 350.451,4.6,  302.785,42.3, 1 307.0,9.8,5.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1986,MF,  123.9,  510.6,24.3,  161.51, 3 366.536,5.1,  285.41,43.4, 1 311.7,9.4,4.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1987,MF,  123.9,  495.7,25.0,  161.122, 3 379.306,5.2,  285.022,43.5, 1 297.7,9.5,4.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1988,MF,  133.3,  513.3,26.0,  169.199, 3 440.33,5.3,  302.499,44.1, 1 309.4,10.2,4.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1989,MF,  133.4,  535.5,24.9,  161.761, 3 422.778,5.3,  295.161,45.2, 1 341.9,9.9,4.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1990,MF,  127.2,  545.8,23.3,  153.34, 3 447.898,5.2,  280.54,45.3, 1 383.7,9.2,4.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1991,MF,  132.6,  540.7,24.5,  168.23, 3 388.443,4.9,  300.83,44.1, 1 403.9,9.4,5.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1992 b,MF,  130.9,  524.4,25.0,  182.268, 3 468.788,4.8,  313.168,41.8, 1 384.4,9.5,5.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: April to June
Survey limitation: Definition of unemployment revised."
GR,Greece,1993,MF,  158.9,  551.4,28.8,  207.312, 3 530.181,4.9,  366.212,43.4, 1 427.4,11.1,5.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1994,MF,  143.578,  517.943,27.7,  224.615, 3 636.407,4.5,  368.193,39.0, 1 401.779,10.2,6.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1995,MF,  141.522,  507.331,27.9,  239.195, 3 693.896,4.3,  380.717,37.2, 1 382.034,10.2,6.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1996,MF,  158.502,  508.747,31.2,  254.898, 3 772.936,4.6,  413.4,38.3, 1 377.339,11.5,6.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1997,MF,  151.953,  489.94,31.0,  256.178, 3 771.526,4.6,  408.131,37.2, 1 380.109,11.0,6.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,1998 b,MF,  168.689,  567.407,29.7,  309.657, 3 877.974,3.7,  478.346,35.3, 1 418.693,11.9,8.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: April to June
Survey limitation: Survey methodology revised."
GR,Greece,1999,MF,  175.449,  552.91,31.7,  347.917, 3 910.195,3.6,  523.366,33.5, 1 406.149,12.5,8.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2000,MF,  153.384,  519.871,29.5,  337.692, 3 917.458,3.4,  491.076,31.2, 1 363.333,11.3,8.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2001,MF,  135.573,  483.337,28.0,  309.142, 3 878.903,3.5,  444.715,30.5, 1 336.218,10.1,8.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2002,MF,  132.832,  494.899,26.8,  347.31, 4 161.033,3.2,  480.142,27.7, 1 367.564,9.7,8.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2003,MF,  122.762,  457.279,26.8,  337.068, 4 277.05,3.4,  459.83,26.7, 1 319.866,9.3,7.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2004,MF,  125.54,  466.902,26.9,  380.087, 4 351.884,3.1,  505.627,24.8, 1 272.15,9.9,8.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2005,MF,  107.612,  414.177,26.0,  369.733, 4 432.104,3.1,  477.345,22.5, 1 227.594,8.8,8.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2006,MF,  98.779,  392.406,25.2,  335.686, 4 494.365,3.4,  434.465,22.7, 1 211.398,8.2,7.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2007,MF,  83.685,  364.746,22.9,  323.234, 4 551.988,3.2,  406.919,20.6, 1 171.838,7.1,7.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2008,MF,  76.6,  346.85,22.1,  301.276, 4 590.416,3.4,  377.875,20.3, 1 147.747,6.7,6.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2009,MF,  89.271,  346.271,25.8,  381.837, 4 633.498,3.1,  471.107,18.9, 1 120.11,8.0,8.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GR,Greece,2010,MF,  109.9,  334.04,32.9,  518.801, 4 683.31,3.0,  628.701,17.5, 1 101.414,10.0,11.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: April to June
GD,Grenada,1991,MF,  1.76,  6.51,27.0,  2.01,  20.59,2.8,  3.77,46.7,,,9.8,CARIBBEAN,PC,T,Youth: 15-24; Adult: 25+,
GD,Grenada,1994 b,MF,  4.65,  10.46,44.5,  6.43,  30.68,2.1,  11.07,42.0,,,21.0,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,
GD,Grenada,1996,MF,  3.09,  10.25,30.1,  3.93,  31.31,2.4,  7.01,44.1,,,12.6,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,
GD,Grenada,1998,MF,  3.05,  9.691,31.5,  3.178,  31.165,3.1,  6.228,49.0,  16.02,19.0,10.2,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,
GP,Guadeloupe,1998,MF,  10.8,,,  45.1,,,  55.9,19.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GP,Guadeloupe,1999 b,MF,  11.2,  17.8,62.9,  54.3,  173.6,2.0,  65.5,17.1,  61.4,18.2,31.3,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
GP,Guadeloupe,2000 b,MF,  10.3,,,  39.1,,,  49.4,20.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GP,Guadeloupe,2001,MF,  6.3,,,  37.4,,,  43.7,14.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GP,Guadeloupe,2002,MF,  6.9,,,  34.6,,,  41.5,16.6,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GP,Guadeloupe,2003,MF,  5.9,,,  38.1,,,  44.0,13.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GP,Guadeloupe,2004,MF,  6.2,,,  34.1,,,  40.3,15.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GP,Guadeloupe,2005,MF,  6.3,,,  35.7,,,  42.0,15.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GP,Guadeloupe,2006,MF,  7.6,,,  38.5,,,  46.1,16.5,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
GU,Guam,1980,MF,  1.53,,,  1.37,,,  2.9,52.8,,,,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,Reference period: March
GU,Guam,1981,MF,  1.16,,,  1.38,,,  2.54,45.7,,,,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,Reference period: March
GU,Guam,1982,MF,  1.5,,,  1.38,,,  2.88,52.1,,,,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,Reference period: March
GU,Guam,1983,MF,  1.44,  6.2,23.2,  1.43,  24.9,4.0,  2.87,50.2,  16.0,9.0,5.7,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,Reference period: March
GU,Guam,1984,MF,  1.59,,,  1.23,,,  2.82,56.4,,,,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,Reference period: March
GU,Guam,1985,MF,  1.53,,,  1.11,,,  2.64,58.0,,,,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,Reference period: March
GU,Guam,1986,MF,  1.17,  7.1,16.5,  1.09,  29.0,4.4,  2.26,51.8,  15.3,7.6,3.8,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,
